,B.O.D. (mg/l) : Max : < 3 mg/l,B.O.D. (mg/l) : Mean : < 3 mg/l,B.O.D. (mg/l) : Min : < 3 mg/l,CONDUCTIVITY (µmhos/cm) : Max,CONDUCTIVITY (µmhos/cm) : Mean,CONDUCTIVITY (µmhos/cm) : Min,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml,NITRATE- N+ NITRITE-N (mg/l) : Max,NITRATE- N+ NITRITE-N (mg/l) : Mean,NITRATE- N+ NITRITE-N (mg/l) : Min,State,TEMPERATURE ºC : Max,TEMPERATURE ºC : Mean,TEMPERATURE ºC : Min,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml,pH : Max : 6.5-8.5,pH : Mean : 6.5-8.5,pH : Min : 6.5-8.5,B.O.D. (mg/l) : Max : < 3 mg/l_imp,B.O.D. (mg/l) : Mean : < 3 mg/l_imp,B.O.D. (mg/l) : Min : < 3 mg/l_imp,CONDUCTIVITY (µmhos/cm) : Max_imp,CONDUCTIVITY (µmhos/cm) : Mean_imp,CONDUCTIVITY (µmhos/cm) : Min_imp,FECAL COLIFORM (MPN/100ml) : Max : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Mean : < 2500 MPN/100ml_imp,FECAL COLIFORM (MPN/100ml) : Min : < 2500 MPN/100ml_imp,TEMPERATURE ºC : Max_imp,TEMPERATURE ºC : Mean_imp,TEMPERATURE ºC : Min_imp,TOTAL COLIFORM (MPN/100ml) : Max : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Mean : < 5000 MPN/100ml_imp,TOTAL COLIFORM (MPN/100ml) : Min : < 5000 MPN/100ml_imp
223,,,,3540.0,3540.0,3540.0,,,,3.1,3.1,3.1,madhya_pradesh,,,,,,,8.2,8.2,8.2,3.1707964601769913,2.6238938053097334,2.198230088495573,3540.0,3540.0,3540.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
224,,,,1000.0,1000.0,1000.0,,,,6.0,6.0,6.0,madhya_pradesh,28.0,28.0,28.0,40.0,40.0,40.0,7.1,7.1,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,1000.0,1000.0,1000.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,40.0,40.0,40.0
225,2.3,2.3,2.3,1192.0,1192.0,1192.0,,,,2.3,2.3,2.3,madhya_pradesh,29.0,29.0,29.0,25.0,25.0,25.0,7.5,7.5,7.5,2.3,2.3,2.3,1192.0,1192.0,1192.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,25.0,25.0,25.0
226,1.8,1.8,1.8,3347.0,3347.0,3347.0,,,,30.5,30.5,30.5,madhya_pradesh,29.0,29.0,29.0,26.0,26.0,26.0,7.3,7.3,7.3,1.8,1.8,1.8,3347.0,3347.0,3347.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,26.0,26.0,26.0
227,2.0,2.0,2.0,2878.0,2878.0,2878.0,,,,29.5,29.5,29.5,madhya_pradesh,29.2,29.2,29.2,38.0,38.0,38.0,7.5,7.5,7.5,2.0,2.0,2.0,2878.0,2878.0,2878.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.2,29.2,29.2,38.0,38.0,38.0
228,,,,1330.0,1330.0,1330.0,,,,5.2,5.2,5.2,madhya_pradesh,,,,,,,7.6,7.6,7.6,3.1707964601769913,2.6238938053097334,2.198230088495573,1330.0,1330.0,1330.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
229,2.0,2.0,2.0,1100.0,1100.0,1100.0,,,,1.2,1.2,1.2,madhya_pradesh,29.0,29.0,29.0,,,,7.4,7.4,7.4,2.0,2.0,2.0,1100.0,1100.0,1100.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,14249.386440677967,4048.237288135593,825.1254237288135
230,1.0,1.0,1.0,1475.0,1475.0,1475.0,,,,2.6,2.6,2.6,madhya_pradesh,29.5,29.5,29.5,8.0,8.0,8.0,8.5,8.5,8.5,1.0,1.0,1.0,1475.0,1475.0,1475.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.5,29.5,29.5,8.0,8.0,8.0
231,1.1,1.1,1.1,1660.0,1660.0,1660.0,,,,7.3,7.3,7.3,madhya_pradesh,28.0,28.0,28.0,94.0,94.0,94.0,7.5,7.5,7.5,1.1,1.1,1.1,1660.0,1660.0,1660.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,94.0,94.0,94.0
232,2.2,2.2,2.2,2271.0,2271.0,2271.0,,,,2.7,2.7,2.7,madhya_pradesh,29.0,29.0,29.0,210.0,210.0,210.0,7.0,7.0,7.0,2.2,2.2,2.2,2271.0,2271.0,2271.0,1887.5023041474653,1088.8341013824884,562.2764976958525,29.0,29.0,29.0,210.0,210.0,210.0
233,0.8,0.8,0.8,496.0,496.0,496.0,,,,1.6,1.6,1.6,madhya_pradesh,30.0,30.0,30.0,110.0,110.0,110.0,8.2,8.2,8.2,0.8,0.8,0.8,496.0,496.0,496.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,30.0,30.0,110.0,110.0,110.0
234,5.0,5.0,5.0,1385.0,1385.0,1385.0,20.0,20.0,20.0,1.7,1.7,1.7,maharashtra,22.0,22.0,22.0,40.0,40.0,40.0,7.9,7.9,7.9,5.0,5.0,5.0,1385.0,1385.0,1385.0,20.0,20.0,20.0,22.0,22.0,22.0,40.0,40.0,40.0
235,5.6,5.6,5.6,699.0,699.0,699.0,15.0,15.0,15.0,0.6,0.6,0.6,maharashtra,29.0,29.0,29.0,25.0,25.0,25.0,8.5,8.5,8.5,5.6,5.6,5.6,699.0,699.0,699.0,15.0,15.0,15.0,29.0,29.0,29.0,25.0,25.0,25.0
236,5.0,5.0,5.0,608.0,608.0,608.0,30.0,30.0,30.0,1.0,1.0,1.0,maharashtra,22.0,22.0,22.0,45.0,45.0,45.0,7.8,7.8,7.8,5.0,5.0,5.0,608.0,608.0,608.0,30.0,30.0,30.0,22.0,22.0,22.0,45.0,45.0,45.0
237,5.2,5.2,5.2,871.0,871.0,871.0,14.0,14.0,14.0,0.6,0.6,0.6,maharashtra,29.0,29.0,29.0,26.0,26.0,26.0,8.5,8.5,8.5,5.2,5.2,5.2,871.0,871.0,871.0,14.0,14.0,14.0,29.0,29.0,29.0,26.0,26.0,26.0
238,4.0,4.0,4.0,90.0,90.0,90.0,12.0,12.0,12.0,1.4,1.4,1.4,maharashtra,28.0,28.0,28.0,24.0,24.0,24.0,7.0,7.0,7.0,4.0,4.0,4.0,90.0,90.0,90.0,12.0,12.0,12.0,28.0,28.0,28.0,24.0,24.0,24.0
239,3.0,3.0,3.0,1016.0,1016.0,1016.0,2.0,2.0,2.0,0.2,0.2,0.2,maharashtra,28.0,28.0,28.0,79.0,79.0,79.0,7.4,7.4,7.4,3.0,3.0,3.0,1016.0,1016.0,1016.0,2.0,2.0,2.0,28.0,28.0,28.0,79.0,79.0,79.0
240,5.0,5.0,5.0,943.0,943.0,943.0,,,,100.7,100.7,100.7,maharashtra,26.0,26.0,26.0,,,,8.0,8.0,8.0,5.0,5.0,5.0,943.0,943.0,943.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.0,26.0,26.0,14249.386440677967,4048.237288135593,825.1254237288135
241,6.0,6.0,6.0,555.0,555.0,555.0,60.0,60.0,60.0,1.1,1.1,1.1,maharashtra,28.0,28.0,28.0,90.0,90.0,90.0,8.3,8.3,8.3,6.0,6.0,6.0,555.0,555.0,555.0,60.0,60.0,60.0,28.0,28.0,28.0,90.0,90.0,90.0
242,6.0,6.0,6.0,567.0,567.0,567.0,30.0,30.0,30.0,43.0,43.0,43.0,maharashtra,25.0,25.0,25.0,60.0,60.0,60.0,8.6,8.6,8.6,6.0,6.0,6.0,567.0,567.0,567.0,30.0,30.0,30.0,25.0,25.0,25.0,60.0,60.0,60.0
243,5.8,5.8,5.8,435.0,435.0,435.0,,,,1.6,1.6,1.6,maharashtra,27.0,27.0,27.0,,,,8.7,8.7,8.7,5.8,5.8,5.8,435.0,435.0,435.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,14249.386440677967,4048.237288135593,825.1254237288135
244,5.8,5.8,5.8,435.0,435.0,435.0,,,,1.6,1.6,1.6,maharashtra,27.0,27.0,27.0,,,,8.7,8.7,8.7,5.8,5.8,5.8,435.0,435.0,435.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,14249.386440677967,4048.237288135593,825.1254237288135
245,2.8,2.8,2.8,1956.0,1956.0,1956.0,,,,1.4,1.4,1.4,maharashtra,25.0,25.0,25.0,,,,7.3,7.3,7.3,2.8,2.8,2.8,1956.0,1956.0,1956.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.0,25.0,25.0,14249.386440677967,4048.237288135593,825.1254237288135
246,2.9,2.9,2.9,2425.0,2425.0,2425.0,,,,0.5,0.5,0.5,maharashtra,25.0,25.0,25.0,,,,7.4,7.4,7.4,2.9,2.9,2.9,2425.0,2425.0,2425.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.0,25.0,25.0,14249.386440677967,4048.237288135593,825.1254237288135
247,4.0,4.0,4.0,928.0,928.0,928.0,2.0,2.0,2.0,0.1,0.1,0.1,maharashtra,29.0,29.0,29.0,94.0,94.0,94.0,7.8,7.8,7.8,4.0,4.0,4.0,928.0,928.0,928.0,2.0,2.0,2.0,29.0,29.0,29.0,94.0,94.0,94.0
248,4.0,4.0,4.0,1200.0,1200.0,1200.0,2.0,2.0,2.0,0.4,0.4,0.4,maharashtra,28.0,28.0,28.0,70.0,70.0,70.0,7.2,7.2,7.2,4.0,4.0,4.0,1200.0,1200.0,1200.0,2.0,2.0,2.0,28.0,28.0,28.0,70.0,70.0,70.0
249,3.3,3.3,3.3,168.0,168.0,168.0,,,,1.4,1.4,1.4,maharashtra,23.0,23.0,23.0,,,,7.3,7.3,7.3,3.3,3.3,3.3,168.0,168.0,168.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,14249.386440677967,4048.237288135593,825.1254237288135
250,7.6,7.6,7.6,1124.0,1124.0,1124.0,23.0,23.0,23.0,77.0,77.0,77.0,maharashtra,28.0,28.0,28.0,40.0,40.0,40.0,8.0,8.0,8.0,7.6,7.6,7.6,1124.0,1124.0,1124.0,23.0,23.0,23.0,28.0,28.0,28.0,40.0,40.0,40.0
251,3.2,3.2,3.2,5495.0,5495.0,5495.0,8.0,8.0,8.0,1.3,1.3,1.3,maharashtra,28.0,28.0,28.0,550.0,550.0,550.0,8.2,8.2,8.2,3.2,3.2,3.2,5495.0,5495.0,5495.0,8.0,8.0,8.0,28.0,28.0,28.0,550.0,550.0,550.0
252,4.3,3.8,3.2,1368.0,1337.0,1306.0,60.0,43.0,25.0,2.4,2.0,1.6,maharashtra,25.0,25.0,25.0,550.0,488.0,425.0,8.1,7.9,7.7,4.3,3.8,3.2,1368.0,1337.0,1306.0,60.0,43.0,25.0,25.0,25.0,25.0,550.0,488.0,425.0
253,3.1,3.1,3.1,433.0,433.0,433.0,25.0,25.0,25.0,3.0,3.0,3.0,maharashtra,28.0,28.0,28.0,425.0,425.0,425.0,7.0,7.0,7.0,3.1,3.1,3.1,433.0,433.0,433.0,25.0,25.0,25.0,28.0,28.0,28.0,425.0,425.0,425.0
254,4.3,4.3,4.3,415.0,415.0,415.0,30.0,30.0,30.0,2.0,2.0,2.0,maharashtra,28.0,28.0,28.0,550.0,550.0,550.0,7.0,7.0,7.0,4.3,4.3,4.3,415.0,415.0,415.0,30.0,30.0,30.0,28.0,28.0,28.0,550.0,550.0,550.0
255,3.2,3.2,3.2,440.0,440.0,440.0,20.0,20.0,20.0,2.3,2.3,2.3,maharashtra,28.0,28.0,28.0,425.0,425.0,425.0,6.9,6.9,6.9,3.2,3.2,3.2,440.0,440.0,440.0,20.0,20.0,20.0,28.0,28.0,28.0,425.0,425.0,425.0
256,5.0,5.0,5.0,1090.0,1090.0,1090.0,2.0,2.0,2.0,0.2,0.2,0.2,maharashtra,28.0,28.0,28.0,79.0,79.0,79.0,7.4,7.4,7.4,5.0,5.0,5.0,1090.0,1090.0,1090.0,2.0,2.0,2.0,28.0,28.0,28.0,79.0,79.0,79.0
257,6.0,6.0,6.0,1173.0,1173.0,1173.0,70.0,70.0,70.0,76.0,76.0,76.0,maharashtra,27.0,27.0,27.0,170.0,170.0,170.0,8.0,8.0,8.0,6.0,6.0,6.0,1173.0,1173.0,1173.0,70.0,70.0,70.0,27.0,27.0,27.0,170.0,170.0,170.0
258,7.4,7.4,7.4,553.0,553.0,553.0,80.0,80.0,80.0,2.6,2.6,2.6,maharashtra,27.0,27.0,27.0,110.0,110.0,110.0,8.0,8.0,8.0,7.4,7.4,7.4,553.0,553.0,553.0,80.0,80.0,80.0,27.0,27.0,27.0,110.0,110.0,110.0
259,6.2,6.2,6.2,915.0,915.0,915.0,,,,24.0,24.0,24.0,maharashtra,27.0,27.0,27.0,,,,8.0,8.0,8.0,6.2,6.2,6.2,915.0,915.0,915.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,27.0,27.0,14249.386440677967,4048.237288135593,825.1254237288135
260,2.7,2.7,2.7,2387.0,2387.0,2387.0,,,,0.7,0.7,0.7,maharashtra,25.0,25.0,25.0,,,,7.1,7.1,7.1,2.7,2.7,2.7,2387.0,2387.0,2387.0,1887.5023041474653,1088.8341013824884,562.2764976958525,25.0,25.0,25.0,14249.386440677967,4048.237288135593,825.1254237288135
261,2.9,2.9,2.9,130.0,130.0,130.0,,,,0.6,0.6,0.6,maharashtra,23.0,23.0,23.0,,,,7.2,7.2,7.2,2.9,2.9,2.9,130.0,130.0,130.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,14249.386440677967,4048.237288135593,825.1254237288135
262,3.5,3.5,3.5,177.0,177.0,177.0,,,,1.3,1.3,1.3,maharashtra,23.0,23.0,23.0,,,,7.1,7.1,7.1,3.5,3.5,3.5,177.0,177.0,177.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,14249.386440677967,4048.237288135593,825.1254237288135
263,3.4,3.4,3.4,133.0,133.0,133.0,,,,0.7,0.7,0.7,maharashtra,23.0,23.0,23.0,,,,7.3,7.3,7.3,3.4,3.4,3.4,133.0,133.0,133.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,14249.386440677967,4048.237288135593,825.1254237288135
264,2.8,2.8,2.8,175.0,175.0,175.0,,,,0.5,0.5,0.5,maharashtra,23.0,23.0,23.0,,,,7.1,7.1,7.1,2.8,2.8,2.8,175.0,175.0,175.0,1887.5023041474653,1088.8341013824884,562.2764976958525,23.0,23.0,23.0,14249.386440677967,4048.237288135593,825.1254237288135
265,0.4,0.4,0.4,842.0,679.0,515.0,4.0,4.0,4.0,5.8,3.5,1.2,odisha,28.0,28.0,28.0,23.0,23.0,23.0,7.2,7.2,7.1,0.4,0.4,0.4,842.0,679.0,515.0,4.0,4.0,4.0,28.0,28.0,28.0,23.0,23.0,23.0
266,1.0,0.6,0.1,498.0,360.0,222.0,28.0,28.0,28.0,6.9,3.6,0.3,odisha,28.0,27.5,27.0,240.0,240.0,240.0,7.4,7.2,7.0,1.0,0.6,0.1,498.0,360.0,222.0,28.0,28.0,28.0,28.0,27.5,27.0,240.0,240.0,240.0
267,0.2,0.2,0.1,173.0,168.0,163.0,,,,0.7,0.5,0.2,odisha,27.0,26.5,26.0,2.0,2.0,2.0,7.6,7.4,7.2,0.2,0.2,0.1,173.0,168.0,163.0,1887.5023041474653,1088.8341013824884,562.2764976958525,27.0,26.5,26.0,2.0,2.0,2.0
268,1.4,0.9,0.3,804.0,733.0,661.0,,,,0.8,0.6,0.4,odisha,28.0,28.0,28.0,2.0,2.0,2.0,7.4,7.2,6.9,1.4,0.9,0.3,804.0,733.0,661.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,2.0,2.0,2.0
269,23.3,6.7,0.2,851.0,336.0,132.0,160000.0,143000.0,92000.0,10.6,4.7,0.6,odisha,37.0,29.0,25.0,600000.0,215000.0,160000.0,8.3,7.7,7.3,23.3,6.7,0.2,851.0,336.0,132.0,160000.0,143000.0,92000.0,37.0,29.0,25.0,600000.0,215000.0,160000.0
270,0.5,0.3,0.1,290.0,217.0,143.0,,,,9.7,5.5,1.3,odisha,33.0,29.5,26.0,,,,6.1,6.1,6.1,0.5,0.3,0.1,290.0,217.0,143.0,1887.5023041474653,1088.8341013824884,562.2764976958525,33.0,29.5,26.0,14249.386440677967,4048.237288135593,825.1254237288135
271,0.5,0.4,0.3,274.0,260.0,245.0,,,,1.6,1.0,0.4,odisha,30.0,28.0,26.0,,,,7.5,7.0,6.4,0.5,0.4,0.3,274.0,260.0,245.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,28.0,26.0,14249.386440677967,4048.237288135593,825.1254237288135
272,0.4,0.4,0.3,774.0,713.0,652.0,,,,8.2,4.8,1.3,odisha,30.0,29.5,29.0,,,,7.4,6.9,6.4,0.4,0.4,0.3,774.0,713.0,652.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,29.5,29.0,14249.386440677967,4048.237288135593,825.1254237288135
273,0.7,0.5,0.3,427.0,341.0,255.0,23.0,23.0,23.0,6.0,3.9,1.8,odisha,30.0,29.5,29.0,49.0,49.0,49.0,7.0,7.0,6.9,0.7,0.5,0.3,427.0,341.0,255.0,23.0,23.0,23.0,30.0,29.5,29.0,49.0,49.0,49.0
274,0.2,0.2,0.1,235.0,171.0,107.0,8.0,8.0,8.0,2.2,1.4,0.7,odisha,30.0,29.5,29.0,23.0,23.0,23.0,7.7,7.0,6.3,0.2,0.2,0.1,235.0,171.0,107.0,8.0,8.0,8.0,30.0,29.5,29.0,23.0,23.0,23.0
275,2.1,1.3,0.4,182.0,166.0,149.0,33.0,33.0,33.0,0.8,0.7,0.6,odisha,30.0,29.5,29.0,79.0,79.0,79.0,7.4,6.9,6.4,2.1,1.3,0.4,182.0,166.0,149.0,33.0,33.0,33.0,30.0,29.5,29.0,79.0,79.0,79.0
276,0.4,0.3,0.1,1340.0,1258.0,1176.0,,,,10.4,6.3,2.2,odisha,28.0,28.0,28.0,,,,8.4,8.2,8.0,0.4,0.3,0.1,1340.0,1258.0,1176.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,28.0,28.0,14249.386440677967,4048.237288135593,825.1254237288135
277,0.3,0.3,0.2,1017.0,1003.0,988.0,130.0,130.0,130.0,11.0,6.9,2.9,odisha,27.0,26.5,26.0,540.0,540.0,540.0,7.9,7.9,7.9,0.3,0.3,0.2,1017.0,1003.0,988.0,130.0,130.0,130.0,27.0,26.5,26.0,540.0,540.0,540.0
278,0.6,0.5,0.3,855.0,808.0,761.0,13.0,13.0,13.0,9.3,6.0,2.8,odisha,27.0,26.5,26.0,220.0,220.0,220.0,8.3,8.0,7.7,0.6,0.5,0.3,855.0,808.0,761.0,13.0,13.0,13.0,27.0,26.5,26.0,220.0,220.0,220.0
279,0.5,0.4,0.2,403.0,362.0,320.0,,,,3.0,1.6,0.3,odisha,28.0,27.5,27.0,,,,8.3,8.3,8.2,0.5,0.4,0.2,403.0,362.0,320.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.0,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
280,,,,4800.0,3320.0,361.0,,,,0.8,0.4,0.0,pondicherry,31.0,30.3,30.0,,,,7.6,7.4,7.0,3.1707964601769913,2.6238938053097334,2.198230088495573,4800.0,3320.0,361.0,1887.5023041474653,1088.8341013824884,562.2764976958525,31.0,30.3,30.0,14249.386440677967,4048.237288135593,825.1254237288135
281,,,,1900.0,1460.0,1240.0,,,,0.3,0.1,0.0,pondicherry,32.0,30.7,30.0,,,,7.4,7.4,7.3,3.1707964601769913,2.6238938053097334,2.198230088495573,1900.0,1460.0,1240.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,30.7,30.0,14249.386440677967,4048.237288135593,825.1254237288135
282,,,,658.0,597.0,476.0,,,,4.8,4.7,4.7,pondicherry,32.0,30.7,30.0,,,,7.4,7.3,7.0,3.1707964601769913,2.6238938053097334,2.198230088495573,658.0,597.0,476.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,30.7,30.0,14249.386440677967,4048.237288135593,825.1254237288135
283,,,,212.0,207.0,196.0,,,,1.2,1.2,1.2,pondicherry,30.0,30.0,30.0,,,,7.1,7.1,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,212.0,207.0,196.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,30.0,30.0,14249.386440677967,4048.237288135593,825.1254237288135
284,,,,2200.0,1795.0,1592.0,,,,2.6,0.9,0.0,pondicherry,30.0,30.0,30.0,,,,7.3,7.2,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,2200.0,1795.0,1592.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,30.0,30.0,14249.386440677967,4048.237288135593,825.1254237288135
285,,,,574.0,549.0,500.0,,,,0.5,0.5,0.4,pondicherry,30.0,30.0,30.0,,,,7.6,7.5,7.2,3.1707964601769913,2.6238938053097334,2.198230088495573,574.0,549.0,500.0,1887.5023041474653,1088.8341013824884,562.2764976958525,30.0,30.0,30.0,14249.386440677967,4048.237288135593,825.1254237288135
286,14.0,6.3,1.0,1474.0,1193.0,696.0,,,,0.1,0.0,0.0,pondicherry,32.0,29.3,28.0,,,,8.5,8.1,7.8,14.0,6.3,1.0,1474.0,1193.0,696.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,29.3,28.0,14249.386440677967,4048.237288135593,825.1254237288135
287,,,,560.0,550.0,530.0,,,,6.3,5.5,5.0,pondicherry,32.0,30.7,30.0,,,,7.6,7.5,7.2,3.1707964601769913,2.6238938053097334,2.198230088495573,560.0,550.0,530.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,30.7,30.0,14249.386440677967,4048.237288135593,825.1254237288135
288,,,,1272.0,1248.0,1200.0,,,,0.6,0.6,0.5,pondicherry,32.0,32.0,32.0,,,,7.7,7.6,7.3,3.1707964601769913,2.6238938053097334,2.198230088495573,1272.0,1248.0,1200.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,32.0,32.0,14249.386440677967,4048.237288135593,825.1254237288135
289,,,,3210.0,3207.0,3200.0,,,,0.1,0.0,0.0,pondicherry,32.0,32.0,32.0,,,,7.5,7.5,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,3210.0,3207.0,3200.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,32.0,32.0,14249.386440677967,4048.237288135593,825.1254237288135
290,,,,1600.0,1597.0,1592.0,,,,1.9,0.6,0.0,pondicherry,32.0,31.3,30.0,,,,7.5,7.5,7.4,3.1707964601769913,2.6238938053097334,2.198230088495573,1600.0,1597.0,1592.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,31.3,30.0,14249.386440677967,4048.237288135593,825.1254237288135
291,1.0,1.0,1.0,1728.0,1719.0,1700.0,,,,1.2,1.0,0.8,pondicherry,28.5,27.5,27.0,,,,7.5,7.5,7.4,1.0,1.0,1.0,1728.0,1719.0,1700.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.5,27.5,27.0,14249.386440677967,4048.237288135593,825.1254237288135
292,,,,1548.0,1514.0,1446.0,,,,1.2,0.8,0.1,pondicherry,28.5,28.2,28.0,,,,7.5,7.4,7.1,3.1707964601769913,2.6238938053097334,2.198230088495573,1548.0,1514.0,1446.0,1887.5023041474653,1088.8341013824884,562.2764976958525,28.5,28.2,28.0,14249.386440677967,4048.237288135593,825.1254237288135
293,,,,255.0,255.0,255.0,,,,5.8,5.8,5.8,pondicherry,32.0,32.0,32.0,,,,6.7,6.7,6.7,3.1707964601769913,2.6238938053097334,2.198230088495573,255.0,255.0,255.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,32.0,32.0,14249.386440677967,4048.237288135593,825.1254237288135
294,,,,126.0,126.0,126.0,,,,1.6,1.6,1.6,pondicherry,32.0,32.0,32.0,,,,6.8,6.8,6.8,3.1707964601769913,2.6238938053097334,2.198230088495573,126.0,126.0,126.0,1887.5023041474653,1088.8341013824884,562.2764976958525,32.0,32.0,32.0,14249.386440677967,4048.237288135593,825.1254237288135
295,,,,1260.0,1260.0,1260.0,,,,7.2,4.5,1.8,punjab,,,,,,,7.0,6.9,6.7,3.1707964601769913,2.6238938053097334,2.198230088495573,1260.0,1260.0,1260.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
296,,,,593.0,593.0,593.0,,,,3.3,2.4,1.4,punjab,,,,,,,7.4,7.2,6.9,3.1707964601769913,2.6238938053097334,2.198230088495573,593.0,593.0,593.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
297,,,,896.0,896.0,896.0,,,,4.3,2.9,1.4,punjab,,,,,,,6.8,6.8,6.7,3.1707964601769913,2.6238938053097334,2.198230088495573,896.0,896.0,896.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
298,,,,1273.0,1273.0,1273.0,,,,4.2,2.9,1.6,punjab,,,,,,,6.7,6.7,6.7,3.1707964601769913,2.6238938053097334,2.198230088495573,1273.0,1273.0,1273.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
299,,,,749.0,749.0,749.0,,,,3.8,2.7,1.6,punjab,,,,,,,7.2,7.0,6.8,3.1707964601769913,2.6238938053097334,2.198230088495573,749.0,749.0,749.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
300,,,,1470.0,1470.0,1470.0,,,,3.0,3.0,3.0,punjab,,,,,,,7.0,7.0,7.0,3.1707964601769913,2.6238938053097334,2.198230088495573,1470.0,1470.0,1470.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
301,,,,2629.0,2067.0,1504.0,,,,7.8,6.6,5.3,punjab,,,,,,,7.1,7.0,6.8,3.1707964601769913,2.6238938053097334,2.198230088495573,2629.0,2067.0,1504.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
302,,,,2634.0,2634.0,2634.0,,,,8.0,8.0,8.0,punjab,,,,,,,6.9,6.9,6.9,3.1707964601769913,2.6238938053097334,2.198230088495573,2634.0,2634.0,2634.0,1887.5023041474653,1088.8341013824884,562.2764976958525,26.54555808656036,25.872437357630975,25.276309794988606,14249.386440677967,4048.237288135593,825.1254237288135
