,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
2441,EAST MADHYA PRADESH,1924,No. of districts,17.0,17.0,17.0,17.0,17.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0
2444,EAST MADHYA PRADESH,1925,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2447,EAST MADHYA PRADESH,1926,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2450,EAST MADHYA PRADESH,1927,No. of districts,16.0,17.0,16.0,17.0,16.0,17.0,16.0,16.0,17.0,16.0,17.0,16.0
2453,EAST MADHYA PRADESH,1928,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2456,EAST MADHYA PRADESH,1929,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2459,EAST MADHYA PRADESH,1930,No. of districts,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
2462,EAST MADHYA PRADESH,1931,No. of districts,17.0,17.0,17.0,17.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0,18.0
2465,EAST MADHYA PRADESH,1932,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2468,EAST MADHYA PRADESH,1933,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,17.0,18.0,18.0,18.0
2471,EAST MADHYA PRADESH,1934,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2474,EAST MADHYA PRADESH,1935,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0
2477,EAST MADHYA PRADESH,1936,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2480,EAST MADHYA PRADESH,1937,No. of districts,18.0,18.0,18.0,18.0,17.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0
2483,EAST MADHYA PRADESH,1938,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2486,EAST MADHYA PRADESH,1939,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0,18.0,18.0,18.0,18.0
2489,EAST MADHYA PRADESH,1940,No. of districts,18.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2492,EAST MADHYA PRADESH,1941,No. of districts,19.0,19.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2495,EAST MADHYA PRADESH,1942,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2498,EAST MADHYA PRADESH,1943,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2501,EAST MADHYA PRADESH,1944,No. of districts,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2504,EAST MADHYA PRADESH,1945,No. of districts,19.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0
2507,EAST MADHYA PRADESH,1946,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2510,EAST MADHYA PRADESH,1947,No. of districts,19.0,18.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2513,EAST MADHYA PRADESH,1948,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,17.0,17.0,18.0,19.0,18.0,19.0
2516,EAST MADHYA PRADESH,1949,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0,18.0,19.0
2519,EAST MADHYA PRADESH,1950,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2522,EAST MADHYA PRADESH,1951,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2525,EAST MADHYA PRADESH,1952,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2528,EAST MADHYA PRADESH,1953,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2531,EAST MADHYA PRADESH,1954,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2534,EAST MADHYA PRADESH,1955,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2537,EAST MADHYA PRADESH,1956,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2540,EAST MADHYA PRADESH,1957,No. of districts,19.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2543,EAST MADHYA PRADESH,1958,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,20.0,20.0
2546,EAST MADHYA PRADESH,1959,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2549,EAST MADHYA PRADESH,1960,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2552,EAST MADHYA PRADESH,1961,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2555,EAST MADHYA PRADESH,1962,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2558,EAST MADHYA PRADESH,1963,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2561,EAST MADHYA PRADESH,1964,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2564,EAST MADHYA PRADESH,1965,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2567,EAST MADHYA PRADESH,1966,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2570,EAST MADHYA PRADESH,1967,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2573,EAST MADHYA PRADESH,1968,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2576,EAST MADHYA PRADESH,1969,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2579,EAST MADHYA PRADESH,1970,No. of districts,17.0,16.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2582,EAST MADHYA PRADESH,1971,No. of districts,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
2585,EAST MADHYA PRADESH,1972,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2588,EAST MADHYA PRADESH,1973,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2591,EAST MADHYA PRADESH,1974,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2594,EAST MADHYA PRADESH,1975,No. of districts,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,16.0
2597,EAST MADHYA PRADESH,1976,No. of districts,16.0,16.0,16.0,16.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
2600,EAST MADHYA PRADESH,1977,No. of districts,18.0,18.0,18.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2603,EAST MADHYA PRADESH,1978,No. of districts,17.0,17.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2606,EAST MADHYA PRADESH,1979,No. of districts,18.0,17.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
2609,EAST MADHYA PRADESH,1980,No. of districts,18.0,18.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0,18.0,18.0,18.0
2612,EAST MADHYA PRADESH,1981,No. of districts,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,18.0,18.0,18.0
2615,EAST MADHYA PRADESH,1982,No. of districts,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,18.0,19.0,19.0,18.0
2618,EAST MADHYA PRADESH,1983,No. of districts,19.0,20.0,20.0,19.0,19.0,18.0,19.0,19.0,19.0,19.0,19.0,18.0
2621,EAST MADHYA PRADESH,1984,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,20.0,20.0
2624,EAST MADHYA PRADESH,1985,No. of districts,20.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2627,EAST MADHYA PRADESH,1986,No. of districts,20.0,20.0,18.0,19.0,18.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2630,EAST MADHYA PRADESH,1987,No. of districts,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2633,EAST MADHYA PRADESH,1988,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2636,EAST MADHYA PRADESH,1989,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,14.0,13.0,13.0,13.0,14.0,12.0
2639,EAST MADHYA PRADESH,1990,No. of districts,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0
2642,EAST MADHYA PRADESH,1991,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0
2645,EAST MADHYA PRADESH,1992,No. of districts,20.0,20.0,20.0,20.0,17.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2648,EAST MADHYA PRADESH,1993,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2651,EAST MADHYA PRADESH,1994,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2654,EAST MADHYA PRADESH,1995,No. of districts,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0
2657,EAST MADHYA PRADESH,1996,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2660,EAST MADHYA PRADESH,1997,No. of districts,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0
2663,EAST MADHYA PRADESH,1998,No. of districts,18.0,19.0,20.0,20.0,20.0,19.0,20.0,19.0,20.0,20.0,17.0,20.0
2666,EAST MADHYA PRADESH,1999,No. of districts,20.0,20.0,20.0,19.0,20.0,19.0,19.0,19.0,18.0,18.0,17.0,18.0
2669,EAST MADHYA PRADESH,2000,No. of districts,17.0,3.0,17.0,16.0,17.0,17.0,17.0,17.0,17.0,18.0,18.0,17.0
2672,EAST MADHYA PRADESH,2001,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2675,EAST MADHYA PRADESH,2002,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2678,EAST MADHYA PRADESH,2003,No. of districts,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,19.0,19.0,19.0,19.0
2681,EAST MADHYA PRADESH,2004,No. of districts,20.0,19.0,19.0,19.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0
2684,EAST MADHYA PRADESH,2005,No. of districts,19.0,20.0,12.0,13.0,20.0,15.0,20.0,20.0,20.0,16.0,15.0,19.0
2687,EAST MADHYA PRADESH,2006,No. of districts,13.0,12.0,19.0,17.0,16.0,19.0,20.0,20.0,20.0,18.0,20.0,14.0
2690,EAST MADHYA PRADESH,2007,No. of districts,9.0,20.0,20.0,20.0,17.0,20.0,20.0,19.0,19.0,20.0,6.0,20.0
2693,EAST MADHYA PRADESH,2008,No. of districts,20.0,20.0,20.0,19.0,19.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0
2696,EAST MADHYA PRADESH,2009,No. of districts,20.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2699,EAST MADHYA PRADESH,2010,No. of districts,20.0,20.0,20.0,20.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0
2702,EAST MADHYA PRADESH,2011,No. of districts,19.0,20.0,19.0,20.0,19.0,18.0,20.0,20.0,20.0,19.0,20.0,20.0
2705,EAST MADHYA PRADESH,2012,No. of districts,20.0,20.0,19.0,20.0,19.0,15.0,15.0,15.0,15.0,15.0,14.0,15.0
2708,EAST MADHYA PRADESH,2013,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2711,EAST MADHYA PRADESH,2014,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2714,EAST MADHYA PRADESH,2015,No. of districts,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
2720,EAST RAJASTHAN,1901,No. of districts,21.0,22.0,21.0,22.0,21.0,22.0,21.0,21.0,22.0,21.0,22.0,21.0
2723,EAST RAJASTHAN,1902,No. of districts,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2726,EAST RAJASTHAN,1903,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2729,EAST RAJASTHAN,1904,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0
2732,EAST RAJASTHAN,1905,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2735,EAST RAJASTHAN,1906,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2738,EAST RAJASTHAN,1907,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2741,EAST RAJASTHAN,1908,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2744,EAST RAJASTHAN,1909,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2747,EAST RAJASTHAN,1910,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2750,EAST RAJASTHAN,1911,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2753,EAST RAJASTHAN,1912,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2756,EAST RAJASTHAN,1913,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2759,EAST RAJASTHAN,1914,No. of districts,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2762,EAST RAJASTHAN,1915,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2765,EAST RAJASTHAN,1916,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2768,EAST RAJASTHAN,1917,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2771,EAST RAJASTHAN,1918,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2774,EAST RAJASTHAN,1919,No. of districts,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2777,EAST RAJASTHAN,1920,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2780,EAST RAJASTHAN,1921,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2783,EAST RAJASTHAN,1922,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0
2786,EAST RAJASTHAN,1923,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2789,EAST RAJASTHAN,1924,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2792,EAST RAJASTHAN,1925,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2795,EAST RAJASTHAN,1926,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2798,EAST RAJASTHAN,1927,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0
2801,EAST RAJASTHAN,1928,No. of districts,21.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2804,EAST RAJASTHAN,1929,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2807,EAST RAJASTHAN,1930,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2810,EAST RAJASTHAN,1931,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0
2813,EAST RAJASTHAN,1932,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2816,EAST RAJASTHAN,1933,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2819,EAST RAJASTHAN,1934,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2822,EAST RAJASTHAN,1935,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2825,EAST RAJASTHAN,1936,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2828,EAST RAJASTHAN,1937,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2831,EAST RAJASTHAN,1938,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0
2834,EAST RAJASTHAN,1939,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2837,EAST RAJASTHAN,1940,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2840,EAST RAJASTHAN,1941,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2843,EAST RAJASTHAN,1942,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2846,EAST RAJASTHAN,1943,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2849,EAST RAJASTHAN,1944,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2852,EAST RAJASTHAN,1945,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2855,EAST RAJASTHAN,1946,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2858,EAST RAJASTHAN,1947,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2861,EAST RAJASTHAN,1948,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0
2864,EAST RAJASTHAN,1949,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2867,EAST RAJASTHAN,1950,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2870,EAST RAJASTHAN,1951,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2873,EAST RAJASTHAN,1952,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2876,EAST RAJASTHAN,1953,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2879,EAST RAJASTHAN,1954,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2882,EAST RAJASTHAN,1955,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2885,EAST RAJASTHAN,1956,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2888,EAST RAJASTHAN,1957,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2891,EAST RAJASTHAN,1958,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2894,EAST RAJASTHAN,1959,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2897,EAST RAJASTHAN,1960,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2900,EAST RAJASTHAN,1961,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2903,EAST RAJASTHAN,1962,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2906,EAST RAJASTHAN,1963,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2909,EAST RAJASTHAN,1964,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2912,EAST RAJASTHAN,1965,No. of districts,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
2915,EAST RAJASTHAN,1966,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2918,EAST RAJASTHAN,1967,No. of districts,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0
2921,EAST RAJASTHAN,1968,No. of districts,22.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,21.0
2924,EAST RAJASTHAN,1969,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,23.0,23.0
2927,EAST RAJASTHAN,1970,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2930,EAST RAJASTHAN,1971,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2933,EAST RAJASTHAN,1972,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2936,EAST RAJASTHAN,1973,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2939,EAST RAJASTHAN,1974,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2942,EAST RAJASTHAN,1975,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2945,EAST RAJASTHAN,1976,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2948,EAST RAJASTHAN,1977,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,16.0,17.0,23.0,23.0,23.0,23.0
2951,EAST RAJASTHAN,1978,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2954,EAST RAJASTHAN,1979,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2957,EAST RAJASTHAN,1980,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2960,EAST RAJASTHAN,1981,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2963,EAST RAJASTHAN,1982,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0
2966,EAST RAJASTHAN,1983,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2969,EAST RAJASTHAN,1984,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2972,EAST RAJASTHAN,1985,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0
2975,EAST RAJASTHAN,1986,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2978,EAST RAJASTHAN,1987,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2981,EAST RAJASTHAN,1988,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2984,EAST RAJASTHAN,1989,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,23.0,23.0
2987,EAST RAJASTHAN,1990,No. of districts,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2990,EAST RAJASTHAN,1991,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2993,EAST RAJASTHAN,1992,No. of districts,23.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2996,EAST RAJASTHAN,1993,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
2999,EAST RAJASTHAN,1994,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
3002,EAST RAJASTHAN,1995,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
3005,EAST RAJASTHAN,1996,No. of districts,22.0,23.0,23.0,22.0,22.0,22.0,22.0,23.0,23.0,22.0,23.0,23.0
3008,EAST RAJASTHAN,1997,No. of districts,23.0,22.0,22.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0
3011,EAST RAJASTHAN,1998,No. of districts,23.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0
