,SUBDIVISION,YEAR,Parameter,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
9668,SOUTH INTERIOR KARNATAKA,2014,No. of districts,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
9671,SOUTH INTERIOR KARNATAKA,2015,No. of districts,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
9677,SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9680,SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9683,SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9686,SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9689,SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9692,SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9695,SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9698,SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9701,SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9704,SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9707,SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9710,SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9713,SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
9716,SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9719,SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,No. of districts,5.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
9722,SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0
9725,SUB HIMALAYAN WEST BENGAL & SIKKIM,1917,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9728,SUB HIMALAYAN WEST BENGAL & SIKKIM,1918,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9731,SUB HIMALAYAN WEST BENGAL & SIKKIM,1919,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9734,SUB HIMALAYAN WEST BENGAL & SIKKIM,1920,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9737,SUB HIMALAYAN WEST BENGAL & SIKKIM,1921,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0
9740,SUB HIMALAYAN WEST BENGAL & SIKKIM,1922,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9743,SUB HIMALAYAN WEST BENGAL & SIKKIM,1923,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9746,SUB HIMALAYAN WEST BENGAL & SIKKIM,1924,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9749,SUB HIMALAYAN WEST BENGAL & SIKKIM,1925,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9752,SUB HIMALAYAN WEST BENGAL & SIKKIM,1926,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9755,SUB HIMALAYAN WEST BENGAL & SIKKIM,1927,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9758,SUB HIMALAYAN WEST BENGAL & SIKKIM,1928,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9761,SUB HIMALAYAN WEST BENGAL & SIKKIM,1929,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9764,SUB HIMALAYAN WEST BENGAL & SIKKIM,1930,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9767,SUB HIMALAYAN WEST BENGAL & SIKKIM,1931,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9770,SUB HIMALAYAN WEST BENGAL & SIKKIM,1932,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9773,SUB HIMALAYAN WEST BENGAL & SIKKIM,1933,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9776,SUB HIMALAYAN WEST BENGAL & SIKKIM,1934,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9779,SUB HIMALAYAN WEST BENGAL & SIKKIM,1935,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9782,SUB HIMALAYAN WEST BENGAL & SIKKIM,1936,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9785,SUB HIMALAYAN WEST BENGAL & SIKKIM,1937,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9788,SUB HIMALAYAN WEST BENGAL & SIKKIM,1938,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9791,SUB HIMALAYAN WEST BENGAL & SIKKIM,1939,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9794,SUB HIMALAYAN WEST BENGAL & SIKKIM,1940,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9797,SUB HIMALAYAN WEST BENGAL & SIKKIM,1941,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9800,SUB HIMALAYAN WEST BENGAL & SIKKIM,1942,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9803,SUB HIMALAYAN WEST BENGAL & SIKKIM,1943,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9806,SUB HIMALAYAN WEST BENGAL & SIKKIM,1944,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9809,SUB HIMALAYAN WEST BENGAL & SIKKIM,1945,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9812,SUB HIMALAYAN WEST BENGAL & SIKKIM,1946,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9815,SUB HIMALAYAN WEST BENGAL & SIKKIM,1947,No. of districts,6.0,6.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,4.0,4.0
9818,SUB HIMALAYAN WEST BENGAL & SIKKIM,1948,No. of districts,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
9821,SUB HIMALAYAN WEST BENGAL & SIKKIM,1949,No. of districts,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0
9824,SUB HIMALAYAN WEST BENGAL & SIKKIM,1950,No. of districts,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0
9827,SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0
9830,SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9833,SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,No. of districts,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9836,SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0
9839,SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0
9842,SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9845,SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
9848,SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9851,SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0
9854,SUB HIMALAYAN WEST BENGAL & SIKKIM,1960,No. of districts,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9857,SUB HIMALAYAN WEST BENGAL & SIKKIM,1961,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9860,SUB HIMALAYAN WEST BENGAL & SIKKIM,1962,No. of districts,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9863,SUB HIMALAYAN WEST BENGAL & SIKKIM,1963,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9866,SUB HIMALAYAN WEST BENGAL & SIKKIM,1964,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9869,SUB HIMALAYAN WEST BENGAL & SIKKIM,1965,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9872,SUB HIMALAYAN WEST BENGAL & SIKKIM,1966,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9875,SUB HIMALAYAN WEST BENGAL & SIKKIM,1967,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9878,SUB HIMALAYAN WEST BENGAL & SIKKIM,1968,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0
9881,SUB HIMALAYAN WEST BENGAL & SIKKIM,1969,No. of districts,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
9884,SUB HIMALAYAN WEST BENGAL & SIKKIM,1970,No. of districts,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9887,SUB HIMALAYAN WEST BENGAL & SIKKIM,1971,No. of districts,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,8.0,9.0
9890,SUB HIMALAYAN WEST BENGAL & SIKKIM,1972,No. of districts,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0
9893,SUB HIMALAYAN WEST BENGAL & SIKKIM,1973,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
9896,SUB HIMALAYAN WEST BENGAL & SIKKIM,1974,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0
9899,SUB HIMALAYAN WEST BENGAL & SIKKIM,1975,No. of districts,9.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0
9902,SUB HIMALAYAN WEST BENGAL & SIKKIM,1976,No. of districts,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
9905,SUB HIMALAYAN WEST BENGAL & SIKKIM,1977,No. of districts,8.0,8.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
9908,SUB HIMALAYAN WEST BENGAL & SIKKIM,1978,No. of districts,10.0,10.0,10.0,10.0,8.0,10.0,10.0,9.0,9.0,8.0,8.0,7.0
9911,SUB HIMALAYAN WEST BENGAL & SIKKIM,1979,No. of districts,9.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,8.0,7.0
9914,SUB HIMALAYAN WEST BENGAL & SIKKIM,1980,No. of districts,8.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,6.0,6.0,6.0,5.0
9917,SUB HIMALAYAN WEST BENGAL & SIKKIM,1981,No. of districts,7.0,7.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,7.0,7.0,8.0
9920,SUB HIMALAYAN WEST BENGAL & SIKKIM,1982,No. of districts,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0
9923,SUB HIMALAYAN WEST BENGAL & SIKKIM,1983,No. of districts,4.0,4.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,6.0
9926,SUB HIMALAYAN WEST BENGAL & SIKKIM,1984,No. of districts,7.0,6.0,7.0,7.0,7.0,5.0,6.0,6.0,7.0,7.0,7.0,6.0
9929,SUB HIMALAYAN WEST BENGAL & SIKKIM,1985,No. of districts,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9932,SUB HIMALAYAN WEST BENGAL & SIKKIM,1986,No. of districts,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9935,SUB HIMALAYAN WEST BENGAL & SIKKIM,1987,No. of districts,7.0,8.0,7.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,6.0,7.0
9938,SUB HIMALAYAN WEST BENGAL & SIKKIM,1988,No. of districts,7.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0
9941,SUB HIMALAYAN WEST BENGAL & SIKKIM,1989,No. of districts,7.0,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,6.0
9944,SUB HIMALAYAN WEST BENGAL & SIKKIM,1990,No. of districts,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0
9947,SUB HIMALAYAN WEST BENGAL & SIKKIM,1991,No. of districts,10.0,10.0,9.0,9.0,7.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0
9950,SUB HIMALAYAN WEST BENGAL & SIKKIM,1992,No. of districts,10.0,9.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,9.0
9953,SUB HIMALAYAN WEST BENGAL & SIKKIM,1993,No. of districts,8.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,8.0,8.0,9.0,8.0
9956,SUB HIMALAYAN WEST BENGAL & SIKKIM,1994,No. of districts,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
9959,SUB HIMALAYAN WEST BENGAL & SIKKIM,1995,No. of districts,8.0,9.0,9.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0
9962,SUB HIMALAYAN WEST BENGAL & SIKKIM,1996,No. of districts,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0
9965,SUB HIMALAYAN WEST BENGAL & SIKKIM,1997,No. of districts,9.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
9968,SUB HIMALAYAN WEST BENGAL & SIKKIM,1998,No. of districts,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0
9971,SUB HIMALAYAN WEST BENGAL & SIKKIM,1999,No. of districts,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0
9974,SUB HIMALAYAN WEST BENGAL & SIKKIM,2000,No. of districts,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,9.0,9.0,7.0
9977,SUB HIMALAYAN WEST BENGAL & SIKKIM,2001,No. of districts,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0
9980,SUB HIMALAYAN WEST BENGAL & SIKKIM,2002,No. of districts,9.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0
9983,SUB HIMALAYAN WEST BENGAL & SIKKIM,2003,No. of districts,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0
9986,SUB HIMALAYAN WEST BENGAL & SIKKIM,2004,No. of districts,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0
9989,SUB HIMALAYAN WEST BENGAL & SIKKIM,2005,No. of districts,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0
9992,SUB HIMALAYAN WEST BENGAL & SIKKIM,2006,No. of districts,8.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.0,9.0,9.0,9.0
9995,SUB HIMALAYAN WEST BENGAL & SIKKIM,2007,No. of districts,9.0,9.0,9.0,8.0,7.0,7.0,10.0,9.0,9.0,8.0,7.0,7.0
9998,SUB HIMALAYAN WEST BENGAL & SIKKIM,2008,No. of districts,8.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,8.0,9.0,7.0,6.0
10001,SUB HIMALAYAN WEST BENGAL & SIKKIM,2009,No. of districts,9.0,8.0,7.0,7.0,7.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0
10004,SUB HIMALAYAN WEST BENGAL & SIKKIM,2010,No. of districts,9.0,8.0,8.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0
10007,SUB HIMALAYAN WEST BENGAL & SIKKIM,2011,No. of districts,10.0,10.0,9.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
10010,SUB HIMALAYAN WEST BENGAL & SIKKIM,2012,No. of districts,9.0,9.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0
10013,SUB HIMALAYAN WEST BENGAL & SIKKIM,2013,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10016,SUB HIMALAYAN WEST BENGAL & SIKKIM,2014,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
10019,SUB HIMALAYAN WEST BENGAL & SIKKIM,2015,No. of districts,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0
10025,TAMIL NADU,1901,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0
10028,TAMIL NADU,1902,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,31.0
10031,TAMIL NADU,1903,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10034,TAMIL NADU,1904,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10037,TAMIL NADU,1905,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10040,TAMIL NADU,1906,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,31.0
10043,TAMIL NADU,1907,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10046,TAMIL NADU,1908,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10049,TAMIL NADU,1909,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10052,TAMIL NADU,1910,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10055,TAMIL NADU,1911,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10058,TAMIL NADU,1912,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10061,TAMIL NADU,1913,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10064,TAMIL NADU,1914,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10067,TAMIL NADU,1915,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10070,TAMIL NADU,1916,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10073,TAMIL NADU,1917,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10076,TAMIL NADU,1918,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0
10079,TAMIL NADU,1919,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10082,TAMIL NADU,1920,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10085,TAMIL NADU,1921,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10088,TAMIL NADU,1922,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0
10091,TAMIL NADU,1923,No. of districts,31.0,32.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10094,TAMIL NADU,1924,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10097,TAMIL NADU,1925,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10100,TAMIL NADU,1926,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0,32.0
10103,TAMIL NADU,1927,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10106,TAMIL NADU,1928,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,32.0
10109,TAMIL NADU,1929,No. of districts,32.0,32.0,32.0,32.0,31.0,32.0,31.0,32.0,32.0,32.0,32.0,32.0
10112,TAMIL NADU,1930,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10115,TAMIL NADU,1931,No. of districts,31.0,31.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0
10118,TAMIL NADU,1932,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0
10121,TAMIL NADU,1933,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10124,TAMIL NADU,1934,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10127,TAMIL NADU,1935,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10130,TAMIL NADU,1936,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10133,TAMIL NADU,1937,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10136,TAMIL NADU,1938,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,31.0
10139,TAMIL NADU,1939,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,32.0,32.0,31.0
10142,TAMIL NADU,1940,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10145,TAMIL NADU,1941,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10148,TAMIL NADU,1942,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0
10151,TAMIL NADU,1943,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,31.0,31.0,31.0,31.0
10154,TAMIL NADU,1944,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10157,TAMIL NADU,1945,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10160,TAMIL NADU,1946,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,30.0,31.0,31.0,31.0,31.0
10163,TAMIL NADU,1947,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10166,TAMIL NADU,1948,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,27.0,31.0,31.0,31.0
10169,TAMIL NADU,1949,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10172,TAMIL NADU,1950,No. of districts,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0
10175,TAMIL NADU,1951,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10178,TAMIL NADU,1952,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10181,TAMIL NADU,1953,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
10184,TAMIL NADU,1954,No. of districts,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
